,MK,MKH,Kb,Ka,cont
ENSG00000259953,423,454,434,629,709
RPS20P14,8,9,11,16,10
TMEM110-MUSTN1,29,12,24,26,28
C1QTNF9B,0,1,0,2,2
THUMPD3,4710,4323,5463,4789,5908
ENSG00000274925,65,102,95,167,122
ENSG00000280987,293,97,231,223,221
OR7E46P,0,0,0,1,0
LINC01389,83,69,53,52,81
ENSG00000274839,0,0,0,0,0
ENTPD6,8228,6243,9781,10027,9811
LINC01436,0,0,0,0,0
ENSG00000271532,2,11,3,13,2
RPL21P33,0,0,0,0,1
LINC01102,0,0,0,0,0
TLR7,120,26,144,127,103
SHROOM3,21627,9384,14466,14916,17355
ENSG00000274947,0,0,0,0,0
INHBA,93,104,86,874,441
ENSG00000219666,0,0,0,0,0
RPL17P1,0,0,0,0,0
TACC3,16437,17020,15680,19049,18003
OR10G7,0,0,0,0,0
CGB5,1,0,0,0,0
ENSG00000255187,0,0,0,0,0
SLC30A1,6828,5930,6321,8789,8971
ENSG00000234112,1,2,1,2,0
LYRM5,620,814,599,752,845
ENSG00000280124,0,1,0,0,0
TEX9,221,184,434,416,398
ENSG00000235946,10,20,9,22,18
ENSG00000271754,16,20,16,29,19
LHFPL1,0,0,0,0,0
VN1R35P,0,0,0,0,0
DTX3L,6132,6464,6102,7942,8846
ENSG00000247934,53,55,43,38,65
ENSG00000267065,20,24,19,20,6
ZNF192P1,88,86,120,124,110
SMARCE1P5,4,6,11,12,7
ENSG00000204231,6802,6266,6238,10152,8211
MIR670HG,0,1,0,0,0
SCP2D1,0,0,0,0,0
ENSG00000275728,0,0,0,0,0
ENSG00000275025,22,11,24,33,19
ENSG00000234690,12,11,15,17,15
AKAP10,4709,4983,5513,6190,6289
ENSG00000240404,2,8,3,0,3
ENSG00000275873,0,0,0,0,0
ENSG00000215447,1239,1421,1669,1421,2005
RPLP0P1,0,0,0,0,0
HIST1H1C,100450,88951,104678,95262,115426
ENSG00000278373,0,0,0,0,0
LINC01571,0,0,0,0,0
TESMIN,531,506,673,563,574
ENSG00000235208,0,0,0,0,0
NOD2,0,0,11,2,6
ENSG00000262979,0,0,1,0,2
C11orf88,16,8,4,0,19
SP3,21156,14506,21324,19820,22845
NPFFR2,0,0,0,0,2
ACOD1,0,0,0,0,1
FAM133CP,3,6,7,20,13
DGKH,1612,2628,1973,2822,2298
ATRX,11780,13890,11291,18934,19376
ENSG00000263069,55,83,80,89,71
ENSG00000262003,1,8,4,8,8
GNL3,19704,14960,17930,19031,22534
ENSG00000226814,0,0,0,0,0
SCGB2A2,0,0,0,0,0
ENSG00000279422,6,7,13,9,10
CXADR,2874,1187,2991,2521,2515
ACP7,41,306,135,282,234
ENSG00000259827,0,0,0,0,0
ENSG00000236617,6,10,21,28,21
ZNF3,2338,3132,2233,4127,3485
GRHL1,78,61,91,97,102
ENSG00000277991,2,4,2,2,0
ENSG00000278949,21,51,45,70,64
EFCAB6,25,21,29,13,30
MTND5P22,0,0,0,0,0
COL5A2,144,120,173,209,166
HIPK3,11909,10699,11840,15670,15830
UBXN4,15039,11367,15559,14438,16871
FAM3C,12379,7768,11802,11543,13683
THAP5,4683,4627,4718,6863,6883
RPL6P25,1,0,0,0,0
ENSG00000272994,218,116,294,236,264
ENSG00000258338,0,0,0,0,0
ENSG00000254733,3,9,1,8,1
ENSG00000257124,0,0,0,0,0
ELP5,3514,2967,3763,4238,3766
PLBD1-AS1,26,29,30,5,32
ANKRD23,16,15,17,25,20
TRMT112P7,0,0,0,0,0
ENSG00000272223,37,32,39,61,60
ENSG00000225420,2,6,2,2,1
FNDC8,0,1,1,1,3
ENSG00000266953,0,0,0,0,0
RBPJP5,0,1,0,0,0
ENSG00000279894,8,18,6,38,13
ENSG00000258903,0,0,0,0,0
ENSG00000223494,0,0,0,0,0
ENSG00000244510,0,0,0,1,1
ENSG00000272672,0,1,1,2,5
DNPEP,3690,3498,3936,4624,5104
ENSG00000236668,1,0,0,0,0
ENSG00000236768,5,2,7,11,5
FAM222A,472,277,283,473,503
ENSG00000237329,20,11,7,28,17
ENSG00000271701,0,0,0,0,0
ENSG00000263307,17,14,16,39,6
ENSG00000229102,0,1,1,1,2
ENSG00000254669,0,1,0,0,0
ENSG00000224174,0,0,0,0,0
NOX4,0,0,0,0,0
ENSG00000255045,41,32,36,34,32
ENSG00000223851,0,0,0,0,0
SEC11B,0,0,0,2,2
PDCD2L,596,481,528,507,647
GAPDHP68,0,0,0,0,0
ENSG00000275920,0,0,0,0,0
NRGN,1305,2248,1561,2307,1635
ALKBH6,191,264,236,312,320
CDC42,57018,51873,59659,72362,71455
ENSG00000254827,35,61,44,50,23
ST6GAL2,0,0,0,0,0
BAALC-AS1,49,86,55,96,76
ENSG00000279212,9,9,6,19,14
MMP16,517,2450,580,1700,1119
ENSG00000108516,0,0,0,0,0
ENSG00000104518,3351,4765,4071,5934,5476
KBTBD12,1,0,0,1,1
ENSG00000248243,5,1,2,0,3
ENSG00000250995,16,96,16,96,66
SLC47A2,13,35,19,50,18
KLHL14,0,0,0,0,0
ENSG00000276527,0,1,5,0,2
ENSG00000241219,1,0,0,1,5
SNRPCP9,2,2,1,0,0
ENSG00000258718,0,0,0,0,0
ENSG00000232245,0,0,0,0,0
GPCPD1,733,1259,1139,2071,1732
RPL21P133,0,0,0,0,0
GPR75,171,137,142,149,174
ENSG00000256249,0,0,0,1,0
ENSG00000278419,0,0,0,0,0
OR2T27,0,0,0,0,0
ENSG00000258525,1,7,2,14,9
ENSG00000271200,18,8,22,20,14
ENSG00000254708,4,20,3,21,15
ENSG00000248755,0,0,0,0,0
ENSG00000224714,0,0,0,0,0
HBQ1,0,0,0,4,0
ENSG00000197180,56,126,66,127,111
ENSG00000281733,0,0,0,0,0
ARHGEF38-IT1,0,0,0,0,0
CKS1BP5,0,0,0,0,0
ENSG00000281240,0,0,0,0,0
ENSG00000254373,15,33,8,20,23
ENSG00000254850,0,0,0,0,0
ENSG00000235779,0,0,0,0,0
BNIP3P27,3,12,12,19,34
RASGEF1A,14,16,24,10,16
KCNRG,16,37,38,31,37
ENSG00000225394,0,0,0,0,0
RNF4,13456,13645,13001,17745,16985
ENSG00000249605,0,0,0,0,0
ENSG00000273783,44,42,42,59,53
RUVBL1-AS1,3,8,2,2,3
ENSG00000274970,0,0,0,0,0
DNAJC7,7088,8053,7986,10409,10037
ENSG00000262133,2,2,3,1,1
ENSG00000255230,0,0,0,0,0
PPIAL4G,0,2,2,0,1
WDR20,3598,3469,3584,5185,4862
ENSG00000260510,0,1,0,1,0
TPT1-AS1,418,316,559,531,400
ENSG00000259214,0,0,0,0,0
ENSG00000233225,39,29,29,36,37
DLEU7-AS1,0,0,4,2,1
ENSG00000242391,4,4,6,4,0
ENSG00000271490,0,4,0,2,1
ENSG00000236048,19,1,5,3,4
MTBP,3654,3055,3874,3747,4217
FXYD7,8,6,2,7,9
ENSG00000234907,0,0,0,0,0
TBL1X,7626,3957,8058,6538,8507
COA1,6160,6777,5956,6352,7045
ATF1,2772,3996,3315,4191,4717
ENSG00000253720,5,2,14,12,13
FAM83C-AS1,0,10,17,18,18
ENSG00000254701,102,103,140,110,138
PDE4DIP,2175,1924,3125,2919,3065
ENSG00000278692,0,0,0,0,0
ENSG00000278969,3,1,3,8,1
SGO1P1,0,0,0,0,0
ITFG2,884,1078,984,1271,1183
XPNPEP1,4875,7119,7534,10272,10044
ENSG00000259719,0,0,0,0,0
SNHG1,10762,8061,7635,13876,11476
ENSG00000263114,0,0,0,0,0
ENSG00000278759,0,0,0,0,0
ENSG00000232451,0,0,0,0,0
SFI1,1473,1779,2018,2428,1935
ENSG00000230968,0,0,0,0,0
NEFL,0,0,5,1,0
ENSG00000263098,0,1,0,1,0
RPS4XP15,0,0,0,0,0
PLEKHA8,4143,4078,3480,4212,4812
ZFP28,2037,2538,2637,2732,2910
ENSG00000261553,66,91,92,147,91
UBE2A,6650,11840,7086,15603,14404
ENSG00000276146,0,0,0,0,0
AEBP1,15,15,28,9,18
BRIX1,8230,6272,8861,8211,9580
OR2L1P,0,0,0,0,0
PPIL3,2390,2023,2770,2442,2980
P2RX4,775,520,1306,670,976
APOB,0,0,0,0,0
RPL34P26,0,0,0,0,1
DGCR8,3544,4115,3929,5801,4646
CDC42SE1,8249,6467,9152,10749,10836
SLC39A5,11,16,16,21,21
ENSG00000233919,0,0,0,0,1
GNB5,2970,2450,3780,3775,3630
ENSG00000236183,0,0,0,0,0
RPL12P48,0,0,0,0,0
ENSG00000228137,31,29,42,25,25
ENPP7P1,1,0,0,1,2
KCNMA1,5,67,10,47,23
ENSG00000228737,6,10,10,11,6
VSTM2A,0,0,0,0,0
ENSG00000268955,1,1,0,0,0
HNRNPL,20344,21130,21772,26647,26267
ENSG00000226389,0,0,0,0,0
MRPS31P1,0,0,0,0,0
APAF1,4537,5373,4848,6638,6028
CPLX1,22,18,24,40,23
MRPS27,13510,12132,14765,15405,15742
ENSG00000274044,0,0,0,0,0
ENSG00000278337,0,0,0,0,0
PRICKLE3,953,700,840,1356,1005
RUVBL1,9252,7228,9486,9194,10309
ENSG00000225190,4557,5605,4725,7418,5570
LINC01029,0,0,0,1,0
ABHD15-AS1,0,0,0,0,0
PDE8A,4616,5936,6929,5979,6727
ENSG00000280960,0,0,0,0,0
ENSG00000266923,0,0,0,0,0
ENSG00000274659,0,0,0,0,0
HSD17B6,96,102,83,109,129
CLLU1OS,0,0,0,0,1
PDCD5P1,6,4,5,4,4
ENSG00000244039,0,0,0,0,0
CAMP,0,0,0,0,0
ENSG00000233119,0,0,0,0,0
ENSG00000280077,270,260,345,357,373
LINC00683,0,3,0,2,2
ENSG00000264546,9,6,18,10,7
ENSG00000225761,4,20,10,15,6
LINC00992,0,0,0,0,0
ENSG00000281833,0,0,0,0,0
ENSG00000224793,0,0,0,0,0
MARVELD1,3112,2564,3134,2977,2968
ENSG00000266312,0,0,0,0,0
IMP3P1,0,0,0,0,0
ENSG00000277855,0,2,6,1,0
C15orf56,33,9,37,27,18
ENSG00000275638,0,0,0,0,0
ENSG00000236149,0,0,0,0,0
ENSG00000254441,7,4,7,2,6
ENSG00000259924,12,30,17,11,8
TMC1,17,11,10,23,9
BAIAP2,3738,5032,4075,6905,5062
ENSG00000271820,0,0,0,0,0
ENSG00000279256,0,0,0,0,0
IARS,53869,48537,52197,57976,61725
RPS11P5,120,127,136,144,128
ENSG00000229751,3,35,5,20,14
ENSG00000229740,0,0,0,0,0
ENSG00000280445,0,0,0,2,9
ENSG00000254698,0,0,0,0,0
ENSG00000275512,1,1,0,4,2
ENSG00000225112,0,1,0,1,1
LMNTD1,0,1,0,0,0
ENSG00000249743,188,210,118,298,262
TMEM94,5010,4852,5892,6604,5645
ENSG00000203364,0,0,0,1,0
HOXC13,0,0,0,0,0
RPL5P35,1,0,0,0,0
ENSG00000280186,14,18,14,10,11
C10orf53,0,0,0,0,0
ENSG00000265514,0,0,0,0,0
TBATA,0,0,0,0,0
ENSG00000263612,0,0,0,1,4
SEC63,2411,3584,2352,3349,3155
BOD1P2,0,0,0,0,0
ARCN1,38807,34521,35936,32740,42745
NDUFS5,14176,14623,14411,19637,17758
SLC6A9,2557,2642,1941,3006,2812
ENSG00000235410,7,14,5,15,15
ENSG00000230736,0,0,0,4,0
ENSG00000260706,0,0,0,0,0
IGLVIVOR22-2,0,0,0,0,0
RHEBL1,220,150,181,172,252
ENSG00000226233,0,0,0,0,0
NUTF2P5,0,0,0,0,0
ENSG00000273936,0,0,0,0,0
CDK7PS,2,0,6,0,4
PRDM14,0,0,0,0,0
ENSG00000261204,5,2,5,6,9
ENSG00000277616,0,0,0,0,0
C2CD5,2245,4372,2438,3562,3627
ENSG00000266901,3,7,6,6,3
CPNE8,3760,5776,3734,5266,5060
ADAL,1125,1002,1117,1536,1505
ENSG00000229674,0,0,0,0,0
NEMP1,8324,9865,8342,9872,9671
CRCP,4559,4937,4480,7141,6124
MYOZ3,1,0,2,3,2
ENSG00000275786,0,0,0,0,0
LINC00469,0,0,0,0,0
ENSG00000276536,0,0,0,0,0
PA2G4P4,59,79,62,108,45
ENSG00000277517,0,0,0,0,0
ENSG00000272004,6,8,3,13,4
ENSG00000268379,0,1,0,0,6
DGKZP1,45,54,53,50,60
ENSG00000223432,0,0,0,0,0
MTND3P20,0,0,0,0,0
AURKAPS1,6,2,2,5,16
ENSG00000230720,0,0,0,0,0
ENSG00000169260,0,0,0,0,0
ENSG00000231414,4,3,3,5,5
C1orf94,0,0,0,0,0
MUT,5388,5302,5240,7396,6901
RPSAP44,0,1,2,0,0
BLMH,5312,3422,4965,5953,5717
SLC35E2B,6066,7562,6480,9919,8233
ENSG00000271966,8,19,19,26,13
C1GALT1,4977,9196,6838,10350,12489
PTRH1,28,2,19,14,18
CYCSP30,0,0,0,0,0
ENSG00000249426,0,1,0,0,0
PPP2R1B,7125,4717,7244,5725,7754
ENSG00000228583,0,0,0,0,0
ENSG00000213755,2,2,10,1,2
ENSG00000228181,0,0,0,0,0
ENSG00000239407,231,372,220,455,465
B4GALT5,17370,9806,15382,12027,18924
RPS7P10,26,39,30,39,26
NXPE1,1,1,4,3,1
ENSG00000263916,1,1,3,16,11
ENSG00000269391,0,0,0,0,0
ENSG00000262621,0,0,0,0,0
ENSG00000258601,0,0,0,0,0
OR2W4P,0,0,0,0,0
ENSG00000260112,4,1,0,0,2
CMC2,2192,2049,2402,2840,3042
ENSG00000236494,0,0,1,0,2
ENSG00000242279,0,0,0,0,0
OR51S1,0,0,0,0,0
ENSG00000214796,146,150,142,201,185
ENSG00000267379,0,0,0,0,0
NCAPGP1,0,0,1,0,0
ZSCAN25,2227,2109,2302,3004,2808
TMEM62,1402,900,1219,1272,1253
RNU6-1252P,0,0,0,0,0
ENSG00000112462,0,0,0,0,0
ENSG00000223565,0,0,0,0,0
RN7SKP142,0,0,0,0,0
ENSG00000231583,0,0,0,0,0
HMGN2P8,0,4,1,0,0
MIR759,0,0,0,0,0
MIR6085,0,0,0,0,0
RNU7-121P,0,0,0,0,0
FGF22,10,17,16,25,10
MIR8052,0,0,0,0,0
MSH4,15,13,42,63,24
MIR548C,0,0,0,0,1
ENSG00000206717,3,0,1,3,0
ENSG00000250814,0,0,0,0,0
RNU6-815P,0,0,0,0,0
FTLP3,171,138,152,108,132
MIR548AE1,0,0,0,0,0
ENSG00000200026,0,0,0,0,0
PITPNB,2615,3667,2551,3175,3880
RAP1AP,18,20,15,25,21
RNU6-532P,0,0,0,0,0
RN7SKP10,0,0,0,0,0
TRPC6,4,0,0,10,4
RNU6-384P,0,0,0,0,0
ENSG00000279706,1,1,8,4,0
RNU1-131P,0,0,0,0,0
ENSG00000237279,2,4,1,0,0
ENSG00000206739,10,5,15,15,13
RNU6-1149P,0,0,0,0,0
DESI1,6076,4375,4626,6716,6186
ENSG00000276049,0,0,0,0,0
KDELR1,19467,17238,19040,22480,22961
RNA5SP453,0,0,0,0,0
AKAP13,7150,8985,10142,12607,11136
RNU6-774P,0,0,0,0,0
ENSG00000278767,0,0,0,0,0
ENSG00000207293,0,0,0,0,0
ENSG00000276166,15,13,24,25,16
RNU6-817P,15,11,34,25,30
ENSG00000266178,0,0,0,0,0
LINC01082,0,0,0,0,0
LINC00205,493,550,713,562,840
ENSG00000225751,1,2,2,3,7
RNU6-738P,0,0,0,0,0
ENSG00000281345,0,0,0,0,0
RANGAP1,22901,19424,21226,26678,24421
ENSG00000276596,0,0,0,0,0
FOXD3-AS1,175,408,283,495,374
ENSG00000252894,0,0,1,0,0
RN7SKP277,0,0,0,0,0
ENSG00000200688,1,4,2,4,3
ENSG00000228134,0,0,0,0,0
ENSG00000240898,21,28,22,65,44
RNU6-461P,0,0,0,0,0
ENSG00000252239,0,0,0,0,0
NGFR,8,149,2307,9,1978
RNU1-106P,9,5,8,1,3
IGLVIV-53,0,0,0,0,0
NKX2-2,0,0,0,0,0
ENSG00000268505,0,0,0,0,0
FAM57A,3004,2425,3706,3438,3402
ENSG00000276774,0,0,0,0,0
OR4C14P,0,0,0,0,0
ENSG00000229781,1,0,1,1,6
ENSG00000213754,2,0,6,4,3
OR4C15,0,0,0,0,0
SLC25A1P3,1,1,0,0,0
OR6A2,0,0,2,0,1
GACAT3,0,0,0,0,0
LINC00240,108,125,135,164,140
ENSG00000273597,0,0,0,0,2
ENSG00000267523,13,29,18,38,29
SYF2P2,1,0,0,2,0
ENSG00000276263,0,0,0,0,0
C5orf51,5484,5348,6461,5880,6948
ENSG00000224977,6,17,2,12,14
ENSG00000276403,0,0,0,0,1
POU5F1P4,8,10,20,13,8
TOP3BP1,0,0,0,0,0
ENSG00000279806,1,30,0,40,90
SEMA4G,279,86,245,165,198
ENSG00000225513,27,10,19,28,38
CCDC184,1,10,0,17,3
ENSG00000231787,1,7,1,13,2
FAM138C,0,0,0,0,0
ENSG00000230799,10,23,39,15,10
ENSG00000231794,13,10,19,13,15
ZNF101,2194,1663,1987,2404,2310
TMOD4,0,0,0,0,0
LINC01235,0,0,0,0,3
FAM134A,12057,9956,11535,12892,11734
ARMC8,4327,3398,4420,5225,5308
PCDH8P1,0,0,0,0,0
KLLN,144,124,198,202,229
PIEZO1P1,0,0,0,0,0
MIR3188,0,0,0,0,1
ENSG00000253560,0,0,0,0,0
ENSG00000276859,0,0,0,0,0
ENSG00000274919,0,0,0,0,0
CCDC58,1995,1920,2282,2461,2628
ENSG00000246375,5,3,7,0,5
PACRG-AS3,0,0,0,0,0
ENSG00000221398,0,0,0,0,0
ENSG00000234210,3,0,2,4,3
ENSG00000275228,0,0,0,0,0
RNU1-74P,0,1,0,0,0
RNA5SP190,0,0,0,0,0
KRT17P6,0,0,0,0,0
ENSG00000276673,0,0,1,1,0
LINC00304,0,5,4,1,0
ENSG00000230615,781,368,551,632,644
ENSG00000281227,1,3,1,2,1
ENSG00000206286,0,0,0,0,0
ENSG00000255039,0,0,0,0,0
RNU6-1211P,0,0,0,0,0
SPINT5P,0,2,3,5,3
MIR378C,0,0,0,0,0
ENSG00000197140,44,153,40,124,67
ENSG00000275557,35,18,32,20,10
SNORD19B,0,0,0,0,0
ENSG00000204614,0,0,1,0,0
MIR3622A,0,0,3,0,2
MIR5701-1,0,0,0,0,0
ENSG00000238372,0,0,0,0,0
ENSG00000274409,0,0,0,0,0
CIR1P3,0,0,0,0,0
MIR4286,1,2,1,1,0
ST20,176,106,193,161,194
GAPDHP63,28,42,29,39,38
ENSG00000225228,0,0,0,0,0
EIF4A2P5,0,0,0,0,0
THAP12P7,10,36,10,35,41
ENSG00000223677,0,0,0,0,0
WASH4P,41,28,49,40,68
ENSG00000232156,0,0,0,0,0
ENSG00000279057,2,1,0,4,6
RLN3,0,0,1,0,0
ENSG00000240567,0,2,0,1,0
ENSG00000137321,0,0,0,0,0
DBIL5P,23,58,34,50,53
ERCC2,9431,7007,8746,12022,10185
EIF4EP5,0,0,0,3,3
ENSG00000276159,0,0,0,0,0
ENSG00000253976,0,0,0,0,0
ENSG00000274378,0,0,0,0,0
SLC29A4P1,0,0,0,0,0
OR51G1,0,0,0,0,0
ENSG00000256709,0,0,1,1,0
ENSG00000248425,0,0,0,0,0
KRTAP10-6,0,0,0,0,0
ENSG00000176232,0,0,0,0,0
ENSG00000273682,5,12,15,6,14
OR52M1,0,0,0,0,0
ENSG00000257022,2,3,3,0,1
ICE1,11673,11997,13829,14870,16108
OR4M1,0,0,0,0,0
ENSG00000253857,0,0,0,0,0
HMGB1P36,0,0,0,0,0
BOLA3-AS1,57,97,112,81,107
MRPS36P2,0,0,0,0,0
TXN,29093,27059,30248,31625,33923
MIR3681HG,52,1038,147,173,281
MLYCD,503,580,699,824,681
ENSG00000225279,0,0,0,0,0
NBEAL2,5612,3308,7474,8196,7642
OR11K2P,0,0,0,0,0
ZFP42,0,0,0,0,1
TAZ,1390,1696,1083,2380,1807
CCDC87,30,53,35,92,43
ENSG00000223945,12,13,12,21,6
TMEM161A,2268,2022,2519,2937,2550
ENSG00000276044,0,0,0,0,0
ENSG00000206353,0,0,0,0,0
TRAF5,2329,1657,2704,3350,3181
ENSG00000247416,0,0,0,0,0
ENSG00000229006,0,0,0,0,0
C17orf58,762,923,903,1077,978
EFCAB10,25,49,64,68,78
ULBP2,1476,1082,1473,1626,1777
RNF41,4914,4903,3902,5076,5016
TRIM64C,0,0,0,0,0
LIN52,1524,1277,1445,1633,1642
ENSG00000257176,55,84,31,66,52
TUBG1,16802,16106,16686,24486,20263
SLC25A24P1,0,0,0,0,0
RPSAP41,1,4,4,6,5
ENSG00000260997,0,0,0,0,0
KRT17P3,0,0,0,0,0
ENSG00000253398,0,5,0,7,1
NCALD,0,3,2,1,15
ENSG00000266708,6,6,12,7,5
MED15P5,0,0,0,1,1
STAT5B,5158,4294,6246,7054,7044
KHDC1P1,0,0,0,0,0
MTATP6P7,0,0,0,0,0
LINC01515,71,0,65,0,3
ZNRD1ASP,283,303,347,476,378
NPM1P30,0,0,0,2,0
GOLGA8A,101,87,138,187,183
PDCD2,13375,7461,9275,11877,10843
PITPNA,6374,6152,6280,8674,7259
ENSG00000254801,0,0,0,0,0
ENSG00000273262,0,0,0,0,0
FAM173B,1343,1118,1665,1688,1617
ENSG00000251410,0,0,2,0,0
DENND4A,3271,3303,3813,3594,3910
ENSG00000270962,0,0,0,0,0
RNU6-908P,0,0,1,0,0
ENSG00000240240,1,16,8,28,19
EIF4A3,10400,11401,13169,13037,13733
ENSG00000276183,0,0,0,0,0
RNA5SP386,0,0,0,1,4
ASXL2,9102,7203,9074,8483,9237
ENSG00000229512,221,222,375,254,159
RN7SL856P,0,0,0,1,0
ENSG00000202275,0,0,0,0,0
ENSG00000222937,18,22,27,46,27
RN7SL225P,0,13,0,3,0
RNU6-677P,2,0,0,0,0
ENSG00000273291,1,0,0,1,0
CD5L,0,0,0,0,0
ENSG00000229720,0,0,0,0,0
RBMX2,2004,4083,2517,5196,4649
ENSG00000234519,0,0,0,0,0
ADCYAP1,0,0,0,0,0
ENSG00000277615,0,0,0,0,0
ORMDL3,2730,2709,2861,3743,3593
CYTH3,4017,7934,7158,7294,9447
ENSG00000235620,0,0,0,0,0
ENSG00000256651,8,6,4,2,9
ENSG00000266378,16,3,12,8,9
ENSG00000256682,12,4,7,1,1
ENSG00000256712,8,21,9,35,16
OR7E161P,0,0,0,0,0
ENSG00000213062,20,39,35,44,56
P4HB,61921,57622,70107,67867,72494
PPIAP20,5,6,0,18,9
ENSG00000160932,10406,3709,10237,3586,13563
PARPBP,3535,3061,3905,3999,4990
ENSG00000228170,0,0,0,0,0
TSSK4,69,140,118,242,159
ENSG00000267645,8,11,12,6,8
DDX53,12,0,106,0,6
FGFBP2,0,0,0,1,1
OR4C16,0,0,0,0,0
ENSG00000259770,0,0,1,0,0
MTCO1P39,0,2,0,0,0
USP16,10198,5909,10326,8879,11325
ENSG00000271608,0,0,0,0,1
ENSG00000234172,0,0,0,0,1
ENSG00000274487,68,62,106,125,82
ENSG00000249869,0,0,0,0,0
EIF4EBP1P1,0,6,5,7,1
ENSG00000262635,0,0,0,0,0
ENSG00000277095,0,0,0,0,0
ENSG00000241035,6,2,5,4,9
ENSG00000257809,0,2,3,1,0
ENSG00000279487,0,3,0,1,0
TM7SF2,1604,1537,1311,1900,1337
RNU6-464P,0,0,0,0,0
ENSG00000202255,0,0,4,6,0
RN7SKP225,0,0,0,1,0
RN7SL70P,0,0,0,0,0
MIR34B,0,0,0,0,0
MIR548AJ1,0,0,0,0,0
ENSG00000251802,0,0,0,0,0
RNU7-37P,0,0,0,0,0
ENSG00000225275,0,0,0,0,0
RNU6-79P,0,0,0,0,1
RN7SL333P,13,3,16,3,6
LIMS3,0,0,0,0,0
ENSG00000207421,0,0,0,0,0
ENSG00000206287,0,0,0,0,0
ENSG00000242993,0,4,2,0,1
SMYD4,2478,3301,3122,3740,3590
ENSG00000200344,2,6,1,7,5
ENSG00000277732,0,0,0,0,0
PACRG,16,2,0,4,1
BET1L,2323,2142,2503,3029,2803
RNU6-849P,0,0,0,0,0
KIAA0226L,1,3,4,0,0
OR5AL1,0,0,0,0,0
ENSG00000131737,73,108,52,111,114
RNA5SP280,0,0,0,0,0
RNU6-1254P,0,0,0,0,0
TNPO2,12958,12418,11726,16880,15168
MOB1A,32240,21471,33788,26514,34853
MIR4432,0,0,0,0,0
RNU6-902P,0,0,1,2,0
RNU6-367P,0,2,1,1,0
ENSG00000261342,199,145,163,224,179
MIR1915,0,2,1,0,2
MIR608,0,0,0,0,0
ST3GAL3,2328,2223,2283,2487,2498
ENSG00000251878,1,4,0,1,0
ZYG11A,976,871,894,1096,1230
RN7SL538P,0,0,0,0,0
RN7SL399P,0,0,0,0,0
HNRNPC,65630,77894,74869,90857,99047
MIR4764,0,0,0,0,0
INGX,0,0,0,0,0
SLC22A12,0,0,0,0,0
ENSG00000200288,0,0,0,0,0
SNORD86,0,0,0,0,0
ENSG00000273920,0,0,1,0,0
ENSG00000263419,0,0,0,0,0
RNA5SP432,0,0,0,0,0
MIR938,1,2,2,0,0
ENSG00000266036,1,1,1,3,1
RNU6-370P,0,0,0,1,1
KRTAP10-5,1,0,0,0,0
ENSG00000215869,0,0,0,0,0
RNA5SP69,0,0,0,5,0
ENSG00000177596,0,0,0,0,0
ENSG00000251964,0,0,0,0,0
KRTAP10-13P,0,0,0,0,0
RNU6-200P,0,0,0,0,0
RNU6-698P,0,0,0,0,0
ENSG00000207123,0,0,0,0,0
OR5B19P,0,1,0,0,0
ENSG00000275656,0,0,0,0,0
KRTAP10-4,0,0,0,0,0
ENSG00000252254,0,0,0,1,2
RNU6-409P,1,0,0,0,0
MIR4518,0,0,0,0,0
RN7SL302P,1,1,1,0,0
LMO3,11,29,7,21,14
MIR371A,0,0,0,0,0
SNORA21,0,0,0,0,0
MIR6812,1,0,0,2,0
OR52M2P,0,0,0,0,0
ENSG00000281420,3,3,12,10,16
ENSG00000233219,0,1,0,0,0
RN7SL574P,16,14,7,18,14
ENSG00000260719,0,1,0,0,0
RNA5SP356,0,0,0,0,0
ENSG00000279683,0,1,1,4,1
ENSG00000220745,0,0,0,0,0
RNU6-337P,0,0,0,0,0
CHD8,14277,21256,16017,28630,23675
ZNF736P6Y,0,0,0,0,0
MRPL42P4,0,0,0,0,0
ENSG00000222160,0,0,0,0,0
ENSG00000262520,0,0,0,0,0
PLSCR1,2371,2191,2515,2681,3094
GDAP1L1,4,0,0,1,8
ASH1L,11220,12753,12584,15438,14308
TBC1D15,1896,2928,2293,2619,3141
ENSG00000223440,0,0,0,0,0
GSTM5P1,0,0,0,0,0
ENSG00000278257,0,0,0,0,0
ZG16,0,0,0,0,0
ENSG00000237251,0,0,1,0,1
ENSG00000232650,1,0,0,0,1
TRIML2,2,657,35,313,331
SMIM22,3,0,0,3,0
CDC25B,12516,13176,12958,15926,15738
NMTRS-TGA3-1,0,0,0,0,0
LRRFIP1P1,96,126,195,156,223
RNU6-1060P,0,0,0,0,0
MIR4305,0,1,6,1,0
ENSG00000251038,0,0,0,0,0
MIR591,0,4,0,1,1
RNY1P12,1,3,8,5,6
RAB6C-AS1,0,0,0,0,0
ENSG00000278707,0,0,0,0,0
ENSG00000231897,0,0,0,0,0
ENSG00000252158,0,0,0,0,0
OR4H12P,0,0,0,0,0
RNU6-397P,0,0,0,0,0
AGPAT5,4312,4260,4607,5379,6466
RNU6-834P,1,3,0,1,0
FRG2HP,0,0,0,0,0
SDHB,10581,9117,10430,11587,11831
FAM90A1,2,6,3,3,1
ENSG00000252874,12,10,3,17,9
TRBV5-5,1,0,2,0,0
RNU6-73P,0,0,0,0,0
RNA5SP486,0,0,0,0,0
ENSG00000227374,0,0,0,0,0
RNU6-1317P,0,0,0,0,1
PRDX4P1,0,0,0,1,0
CLCP1,0,0,0,0,0
