,13,16,15,17,18
ENSG00000262476,0,0,0,0,0
LGALS3,4464,2615,2318,5341,5365
WASHC2C,1117,2630,1561,2148,1822
ENSG00000225550,0,0,0,0,0
RP11-141M1.1,0,0,0,0,0
RPS7,8047,16499,10588,9526,9767
FUNDC2P2,0,0,0,0,0
ENSG00000226799,0,0,0,0,0
ENSG00000230754,0,0,0,0,0
STARD13,584,1635,937,926,859
RP11-16B13.1,0,0,0,1,2
IL9RP2,0,0,0,0,0
ENSG00000236910,0,0,0,0,0
RP11-62H20.1,0,0,0,0,0
ENSG00000276912,0,0,0,0,0
ENSG00000231960,0,0,0,0,0
RP11-449O16.2,0,0,0,0,0
ENSG00000228846,0,0,0,0,0
ASAH2B,186,318,212,251,234
SCN5A,1615,2037,2254,2363,5929
RP11-63N8.3,0,0,0,0,0
TPTE,0,0,1,0,0
AC009474.2,0,0,0,0,0
AC106874.1,0,0,0,0,0
ENSG00000263141,0,0,0,0,0
ENSG00000230012,0,0,0,0,0
ENSG00000226347,0,0,0,0,0
PRMT5-AS1,9,9,6,12,16
LINC01799,0,0,0,0,0
RPL31P9,0,0,0,0,0
LINC01628,0,0,0,0,0
TRMT1,560,720,907,832,1295
KB-226F1.4,0,0,0,0,0
CDKN2AIPNLP2,0,0,0,0,0
RP11-20A20.2,0,0,0,0,0
MTND3P1,0,0,0,0,0
LINC00540,0,0,139,0,0
ZNF396,16,34,20,36,26
NME1P1,0,0,0,0,0
ENSG00000273772,0,0,0,0,0
LTBP2,815,838,408,1375,1410
MEX3D,311,448,298,367,531
PSAP,38799,36191,24834,43670,54106
LINC01039,0,0,0,0,0
TUSC1,66,165,125,114,132
ENSG00000229210,0,0,0,0,0
LINC01241,0,0,0,0,0
FBLN2,4,0,0,6,2
RP11-439L8.2,0,0,0,0,0
FAM71BP1,0,0,0,0,0
CFL1P8,0,0,0,0,0
AKR1C1,925,3161,223,753,426
ATP11A-AS1,0,0,0,0,0
RP11-73M11.3,0,0,0,0,0
RP11-322E11.1,0,0,0,0,0
RP11-322E11.2,0,0,0,7,1
ATP11A,1494,4412,2708,2002,1561
TYK2,1853,1461,1742,2339,2494
RP11-80I3.1,74,64,38,70,66
STARD13-AS,8,16,7,8,10
ENSG00000237690,0,0,0,0,0
RP11-563H6.1,0,0,0,0,1
ENSG00000236927,0,0,0,0,0
ENSG00000260578,1,2,0,3,4
PTCD2P2,0,0,0,0,0
ENSG00000263424,0,0,0,0,0
RP11-28O3.2,0,0,0,0,0
AL078471.5,0,0,0,0,0
CTD-2207P18.1,0,0,0,2,0
ENSG00000230505,0,0,0,0,0
STARD13-IT1,0,0,0,0,0
RP11-29O13.1,0,0,0,0,0
RP11-638L3.1,0,0,0,0,0
RP11-141M1.4,0,5,1,1,0
ENSG00000229181,0,0,0,0,0
RP11-638L3.4,0,0,0,0,0
ENSG00000242289,0,0,0,0,0
LINC01903,0,0,0,0,0
CYCSP41,0,0,0,0,0
RP11-638L3.2,0,0,0,0,0
INO80C,310,413,492,756,480
BAGE2,1,2,13,2,0
ENSG00000232289,0,0,0,0,0
ENSG00000171451,33,240,213,316,174
LINC01225,0,0,0,2,0
RP11-28O3.1,0,0,0,0,0
PRDX3P3,0,0,0,0,0
ENSG00000224923,0,0,0,0,0
TINAGL1,581,1677,1937,2305,680
DIO2,5,20,24,170,10
MRPL39,494,1146,979,742,883
ENSG00000185182,0,0,0,0,0
RP11-322E11.5,1,0,0,0,0
ENSG00000273572,0,0,0,0,0
ENSG00000276979,0,0,0,0,0
RP11-840I19.5,1,3,1,2,1
RP11-322E11.6,0,0,0,0,0
RP11-322E11.3,0,0,0,0,0
CHURC1,227,845,657,530,273
DIO2-AS1,0,0,0,0,0
RP11-5P15.1,0,0,0,0,0
ENSG00000230136,0,0,0,0,0
RP11-18A15.1,0,0,0,0,0
PDPN,1,0,0,0,0
ENSG00000231919,0,0,0,0,0
RP11-73M7.1,0,1,2,1,0
RP11-337A23.6,1,0,0,0,0
LINC00345,0,0,1,1,0
AC007403.3,0,0,0,0,0
ENSG00000262860,0,0,0,0,0
ENSG00000236918,0,0,0,0,0
LRCH1,1189,2253,1464,1260,1815
ENSG00000225188,0,0,0,0,0
FNTB,340,412,343,559,441
ENSG00000231320,0,0,0,0,0
TEX10,1553,3753,2736,1508,2238
TEC,358,573,373,664,565
LINC01829,1,0,0,0,1
ENSG00000223618,0,0,0,0,0
LINC01828,0,1,1,0,8
ACBD5,1819,3255,1981,2873,3428
CHURC1-FNTB,0,0,0,0,0
TLN1,19260,27567,22793,30705,27987
ENSG00000231037,0,0,0,0,0
ENSG00000274429,0,0,0,0,0
ENSG00000249415,0,0,0,0,0
ENSG00000227596,0,0,0,0,0
TLR7,1,36,32,13,2
ENSG00000227178,0,0,0,0,0
RAB15,41,966,793,180,202
CH17-80A12.1,4,4,0,0,3
IGKV1OR9-2,0,0,0,0,0
GSTT1,0,0,0,0,0
RPL21,6667,12956,6473,6089,7781
ENSG00000231733,0,0,0,0,0
AL132709.1,0,0,0,0,0
SUCLG1,1246,2321,1808,1261,1413
RNMT,2147,4383,2909,2470,2996
RP11-318K12.2,0,0,0,0,0
RP11-318K12.1,0,0,0,0,0
TLR8,0,1,1,1,0
ENSG00000236492,0,0,0,0,0
SPG21,3536,2604,2893,3658,4095
LINC01186,6,8,10,10,12
RP11-165D6.1,0,0,0,0,0
RP11-840I19.3,11,8,8,14,5
TLR8-AS1,11,103,68,55,18
ENSG00000236693,0,0,0,0,0
RP11-318K12.3,0,0,0,0,0
GPX2,2,1,2,5,3
LINC00609,1,1,0,0,0
PTCSC3,0,0,2,1,1
RP11-373J21.1,0,0,0,0,0
MAX,1570,2192,1531,1423,1770
CTD-2311M21.4,3,0,0,0,0
ADAMTS3,71,144,28,90,66
RP11-78J21.4,0,0,0,0,0
CTD-2311M21.5,1,1,1,0,0
RP11-356M17.1,0,0,0,0,0
RP11-78J21.6,0,0,0,0,0
ENSG00000278839,0,0,0,0,0
SNX5P1,1,0,1,2,2
CCDC158,2,3,4,2,3
SLC2AXP1,0,0,0,0,0
AC007967.3,0,0,0,0,0
GBA2,2052,2183,1579,2664,3567
RPL9P7,1,5,3,0,0
ENSG00000231608,0,0,0,0,0
CXorf58,0,1,0,1,0
AC092835.2,2,4,4,6,0
ENSG00000275363,0,0,0,0,0
SLC25A51P2,0,0,0,0,0
ENSG00000231580,0,0,0,0,0
APOO,258,727,478,400,487
ENSG00000235844,0,0,0,0,0
AC005363.9,0,0,0,0,0
RP11-109P14.10,0,0,0,0,0
FTH1P7,0,1,1,0,6
RP11-75A9.1,0,0,0,0,1
RPS2,23167,23983,17525,18001,27286
AC013275.2,0,0,0,0,0
TMSB4X,34082,45046,32440,68156,38640
DDX39AP1,0,0,0,0,0
SCTR,0,0,0,0,0
ENSG00000275316,0,0,0,0,0
INPP5B,233,443,352,323,424
GAPDHP65,3,2,3,1,1
RPL7AP73,0,0,0,0,0
AC005943.2,0,0,0,0,0
IPMKP1,0,0,0,0,0
RP11-8L8.2,0,0,0,0,0
UQCR11,219,526,419,454,543
ENSG00000234728,0,0,0,0,0
RFESDP1,0,0,0,0,0
RP11-8L8.1,0,0,0,0,0
RBMY1HP,0,0,0,0,0
RPS29P11,0,0,0,0,0
AC013472.4,0,0,0,0,0
ENSG00000277574,0,0,0,0,0
RP11-302F12.4,0,0,0,0,0
AC013472.3,0,1,0,1,1
MTND4P9,0,0,0,2,0
AC005943.6,0,0,0,0,0
AC010141.4,0,0,0,0,0
IGHV3-29,0,0,0,0,0
CTD-2561F5.1,0,0,0,0,0
NUS1P2,0,0,0,0,0
MTND4LP22,0,0,0,0,0
LINC00621,0,0,0,0,0
LRRC25,0,0,0,0,0
BASP1P1,0,0,0,0,0
MBD3,647,868,648,895,1106
DPYSL5,0,0,0,0,0
TMEM87A,837,1760,1291,1021,1255
RP11-196B3.4,0,0,0,0,0
MTND3P5,0,0,0,0,0
IGHV3-33,0,0,0,0,0
ERAS,0,1,1,3,4
IGHVII-33-1,0,0,0,0,0
ENSG00000232414,0,0,0,0,0
RP11-168L7.1,0,0,0,0,0
NAT8,0,0,0,0,0
ENSG00000232232,0,0,0,0,0
RP11-720L3.1,0,0,0,0,0
IGHV3-33-2,0,0,0,0,0
RP11-124N19.3,0,0,1,0,0
LINC00524,0,0,0,6,0
FAM210A,489,2016,1397,859,834
CREB3,1324,1728,1295,1591,1905
MTCO3P44,0,0,0,0,0
SERPINB1,3134,5980,4207,11596,7083
PROSER2-AS1,3,12,9,4,11
ENSG00000211956,0,0,0,0,0
ENSG00000280072,0,0,0,0,0
PCSK1N,3,5,6,4,0
RP11-168L7.3,0,0,0,0,0
ALMS1P1,0,1,0,2,2
PROSER2,493,794,601,846,1060
KB-1125A3.14,0,0,0,0,0
ENSG00000262938,0,0,0,0,0
RP11-87H9.5,1,4,2,5,4
FOXD4L6,0,0,0,0,0
FRG1HP,135,230,151,259,186
ENSG00000263140,0,0,0,0,0
IGHV7-34-1,0,0,0,0,0
NMU,141,185,103,345,74
RP1-265C24.8,4,4,2,6,5
FAM138E,0,0,0,0,0
KDM1B,845,1568,1620,1378,1530
APMAP,2994,5499,5169,5246,4511
STATH,0,0,0,0,0
ZSCAN16-AS1,77,151,129,169,175
NFATC1,24,69,67,64,53
IGHV3-35,0,0,0,0,0
ZSCAN16,140,244,145,162,155
PRX,220,120,82,276,288
IGHV3-36,0,0,0,0,0
CTC-250I14.3,0,0,0,0,0
PGM5P2,77,157,94,181,127
RP11-75A9.3,3,3,0,7,2
NACC1,2480,2094,2262,3248,4371
ENSG00000276582,0,0,0,0,0
KRBOX4,106,324,225,144,115
LINC00929,0,0,1,0,0
RP11-846E15.1,0,0,0,0,0
AC010641.1,0,0,0,0,0
RP11-846E15.3,0,0,0,0,0
AC005546.2,2,3,0,11,7
RP11-124L9.2,0,0,0,0,0
ENSG00000275269,0,0,0,0,0
ENSG00000279924,0,0,0,2,0
RP11-846E15.2,0,0,0,0,0
NAT8B,0,0,0,0,0
CTD-2256P15.5,0,1,0,1,0
RP11-974F13.1,0,0,0,0,0
RPL13AP6,0,0,0,1,1
RP11-846E15.4,0,0,0,0,0
RP11-124L9.1,0,0,0,0,0
RP11-403I13.5,0,0,0,0,0
DCTN5,2351,4636,3268,3407,3128
PRR25,0,0,0,0,1
CBWD7,33,59,55,59,76
ENSG00000277865,0,0,0,0,0
C2CD4C,3,2,5,7,8
RP11-124L9.5,0,0,0,0,0
SHOC2,1640,2625,1816,1999,2442
RP11-403I13.4,0,0,0,0,0
LA16c-360A4.1,0,0,0,0,0
RP11-253E3.3,173,364,599,430,342
PIGK,1887,2501,2448,3493,3402
ENSG00000229149,0,0,0,0,0
ENSG00000279081,0,0,0,0,0
RP11-253E3.1,1,0,1,0,2
FAM91A3P,0,0,0,0,0
ENSG00000279516,0,0,10,8,5
MAGEA9B,0,0,0,0,0
EIF4A1P9,0,0,0,0,0
LRRC30,0,0,0,0,0
KB-1125A3.13,0,0,0,0,0
CTD-3007L5.1,1,0,3,0,0
RP13-539J13.2,0,0,0,0,0
ENSG00000223560,0,0,0,0,0
RP13-539J13.3,0,0,0,0,0
CTD-2535I10.1,0,0,20,0,1
RP11-403I13.10,0,0,0,0,0
ENSG00000165948,300,404,297,629,392
RP11-373F14.1,0,0,0,0,0
RP11-279O17.2,0,0,0,0,0
HMGA1P6,0,0,0,0,0
RP11-1029J19.2,0,0,0,0,0
ENSG00000168468,0,0,0,0,0
RP11-403I13.7,1,0,0,0,0
METAP1,1869,3292,2114,2017,2861
RPS19,9819,10581,8374,11448,15375
DCLK2,238,285,235,255,233
FREM2-AS1,0,0,0,0,0
LINC00362,0,0,0,0,0
LINC01021,3,3,12,0,0
LINC02152,0,0,0,0,0
CAAP1,1211,1726,984,1276,1566
ENSG00000229125,0,0,0,0,0
FREM2,68,88,147,92,41
AC108938.3,0,0,0,0,0
ENSG00000281670,0,0,0,0,0
MSANTD3-TMEFF1,0,0,0,0,0
RP11-279O17.3,0,0,0,0,0
RP11-403I13.9,0,0,0,0,0
CTD-2196E14.9,0,0,0,0,0
RP11-568A19.1,0,0,0,0,0
RP5-998N21.3,0,0,0,0,0
ENSG00000236727,0,0,0,0,0
CLYBL-AS2,0,0,0,0,0
RBBP8P1,0,0,0,0,0
ENSG00000280208,0,0,0,1,0
TMEFF1,0,0,0,0,0
CLYBL,26,36,39,20,41
RP11-337A23.5,1,0,0,1,1
ENSG00000281362,0,0,0,0,0
DOCK11,497,524,563,749,442
ENSG00000274473,0,0,0,0,0
RP11-195E2.2,0,0,0,0,0
AC010141.6,0,0,0,0,0
ENSG00000278718,0,0,0,0,0
TPTE2P3,2,0,0,1,0
MAPRE3,396,442,222,286,201
RP11-164J13.1,2,4,0,4,1
RBMY1A1,0,0,0,0,0
ENSG00000279124,0,6,1,0,0
RP11-363H12.1,1,0,0,0,1
RP11-115D7.3,0,0,0,0,0
RP4-706A16.3,3,5,3,5,1
ENSG00000279730,1,1,0,2,4
TFAP2A,313,282,238,524,678
FAM199X,1269,1797,1288,1329,1028
BCAP31,6780,7079,3868,5015,5758
ABT1P1,0,0,0,0,0
MSANTD3,2385,3971,2248,2061,2804
ENSG00000275571,0,0,0,0,0
MED15P3,0,0,0,0,0
RP11-109E12.4,0,0,0,0,0
RBM43P1,0,0,0,0,0
